Set Name,Card #,Player Name,Team,Position
2010-11 Upper Deck Series 1 UD Game Jersey,GJ-VO,Tomas Vokoun,N/A,N/A
2010-11 Upper Deck Series 1 UD Game Jersey,GJ-WE,Stephen Weiss,N/A,N/A
2010-11 Upper Deck Series 1 UD Game Jersey,GJ-WG,Wayne Gretzky,N/A,N/A
2010-11 Upper Deck Series 1 UD Game Jersey,GJ-ZP,Zach Parise,N/A,N/A
"2011-12 Upper Deck Series 1 Winter Classic - Oversized 3"" x 5""",WC1,Sidney Crosby,N/A,N/A
"2011-12 Upper Deck Series 1 Winter Classic - Oversized 3"" x 5""",WC2,Alexander Ovechkin,N/A,N/A
"2011-12 Upper Deck Series 1 Winter Classic - Oversized 3"" x 5""",WC3,Evgeni Malkin,N/A,N/A
"2011-12 Upper Deck Series 1 Winter Classic - Oversized 3"" x 5""",WC4,Alexander Semin,N/A,N/A
"2011-12 Upper Deck Series 1 Winter Classic - Oversized 3"" x 5""",WC5,Jordan Staal,N/A,N/A
"2011-12 Upper Deck Series 1 Winter Classic - Oversized 3"" x 5""",WC6,Nicklas Backstrom,N/A,N/A
"2011-12 Upper Deck Series 1 Winter Classic - Oversized 3"" x 5""",WC7,Marc-Andre Fleury,N/A,N/A
"2011-12 Upper Deck Series 1 Winter Classic - Oversized 3"" x 5""",WC8,Semyon Varlamov,N/A,N/A
"2011-12 Upper Deck Series 1 Winter Classic - Oversized 3"" x 5""",WC9,Maxime Talbot,N/A,N/A
"2011-12 Upper Deck Series 1 Winter Classic - Oversized 3"" x 5""",WC10,Mike Knuble,N/A,N/A
"2011-12 Upper Deck Series 1 Winter Classic - Oversized 3"" x 5""",WC11,Kristopher Letang,N/A,N/A
"2011-12 Upper Deck Series 1 Winter Classic - Oversized 3"" x 5""",WC12,John Erskine,N/A,N/A
"2011-12 Upper Deck Series 1 Winter Classic - Oversized 3"" x 5""",WC13,Michael Rupp,N/A,N/A
"2011-12 Upper Deck Series 1 Winter Classic - Oversized 3"" x 5""",WC14,Eric Fehr,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-AK,Andrei Kostitsyn,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-AL,Anders Lindback,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-AM,Andrei Markov,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-AN,Antti Niemi,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-AO,Alexander Ovechkin,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-AP,Alex Pietrangelo,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-AV,Antoine Vermette,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-BJ,Brent Johnson,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-BQ,Ray Bourque,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-BR,Martin Brodeur,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-BS,Brent Seabrook,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-BT,Bryan Trottier,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-BY,Joshua Bailey,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-CA,Craig Anderson,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-CF,Cam Fowler,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-CG,Claude Giroux,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-CP,Carey Price,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-DA,Daniel Alfredsson,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-DB,Dustin Brown,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-DD,Drew Doughty,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-DE,Derick Brassard,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-DR,Derek Stepan,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-DS,Daniel Sedin,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-DU,Brandon Dubinsky,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-DV,David Booth,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-EB,Jordan Eberle,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-ED,Evgeny Dadonov,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-EJ,Erik Johnson,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-EL,Lars Eller,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-GB,Michael Grabner,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-GP,Gilbert Perreault,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-HK,Henrik Karlsson,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-HO,Tomas Holmstrom,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-HS,Henrik Sedin,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-HZ,Henrik Zetterberg,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-IB,Ilya Bryzgalov,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-IK,Ilya Kovalchuk,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-JA,Justin Abdelkader,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-JB,Jonathan Bernier,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-JC,John Carlson,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-JE,Jonathan Ericsson,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-JF,Jeff Carter,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-JG,Jean-Sebastien Giguere,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-JH,Jonas Hiller,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-JI,Jarome Iginla,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-JJ,Jaromir Jagr,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-JS,Jordan Staal,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-JT,Jonathan Toews,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-JV,James Van Riemsdyk,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-KL,Kristopher Letang,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-KO,Kyle Okposo,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-KS,Kevin Shattenkirk,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-KV,Kris Versteeg,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-LE,Loui Eriksson,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-LI,John-Michael Liles,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-LX,Mario Lemieux,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-MA,Marc Staal,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-MB,Mikkel Boedker,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-MC,Mike Cammalleri,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-MD,Matt Duchene,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-ME,Mark Messier,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-MF,Marc-Andre Fleury,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-MG,Mike Green,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-MI,Ryan Miller,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-MM,Matt Moulson,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-MP,Magnus Paajarvi-Svensson,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-MR,Mike Richards,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-NL,Nicklas Lidstrom,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-PH,Patric Hornqvist,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-RG,Ryan Getzlaf,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-RO,Derek Roy,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-RS,Ryan Suter,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-RY,Bobby Ryan,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-SC,Sidney Crosby,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-SE,Alexander Semin,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-SF,Drew Stafford,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-SG,Sam Gagner,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-SH,Luke Schenn,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-SK,Saku Koivu,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-SM,Steve Mason,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-SS,Steven Stamkos,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-SV,Semyon Varlamov,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-TD,Trevor Daley,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-TE,Tyler Ennis,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-TH,Taylor Hall,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-TR,Tuukka Rask,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-TV,Thomas Vanek,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-TZ,Travis Zajac,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-VH,Victor Hedman,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-WE,Shea Weber,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-WG,Wayne Gretzky,N/A,N/A
2012-13 Upper Deck Series 1 UD Game Jersey,GJ-WS,Stephen Weiss,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-AH,Adam Henrique,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-AL,Adam Larsson,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-AO,Alexander Ovechkin,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-BD,Brandon Dubinsky,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-BL,Brian Leetch,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-BM,Brad Marchand,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-BN,Bernie Nicholls,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-BR,Bill Ranford,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-BS,Borje Salming,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-BT,Bryan Trottier,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-BY,Dustin Byfuglien,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-CA,Craig Anderson,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-CJ,Curtis Joseph,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-CL,Claude Lemieux,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-CP,Carey Price,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-CS,Chris Stewart,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-DC,Dino Ciccarelli,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-DH,Dale Hawerchuk,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-DI,Marcel Dionne,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-DK,Duncan Keith,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-DW,Doug Wilson,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-EB,Ed Belfour,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-EK,Evander Kane,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-EL,Eric Lindros,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-ES,Eric Staal,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-GA,Mathieu Garon,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-GC,Guy Carbonneau,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-GO,Michel Goulet,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-GP,Gilbert Perreault,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-HA,Dominik Hasek,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-HE,Ales Hemsky,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-HS,Scott Hartnell,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-IK,Ilya Kovalchuk,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-JC,Jeff Carter,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-JE,Jordan Eberle,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-JG,Jean-Sebastien Giguere,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-JH,Jaroslav Halak,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-JJ,Jaromir Jagr,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-JK,Jari Kurri,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-JL,Jacques Lemaire,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-JM,Joe Mullen,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-JS,Joe Sakic,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-JT,Joe Thornton,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-JV,Jakub Voracek,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-LE,Lars Eller,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-LI,Eric Lindros,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-LM,Lanny McDonald,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-LR,Larry Robinson,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-LU,Milan Lucic,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-MA,Martin Brodeur,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-MB,Martin Brodeur,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-MD,Matt Duchene,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-MF,Marc-Andre Fleury,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-MH,Michal Handzus,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-ML,Mario Lemieux,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-MM,Mark Messier,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-MN,Michal Neuvirth,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-MP,Mike Peca,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-MR,Mike Richards,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-MS,Marc Staal,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-MW,Mike Weber,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-NB,Nicklas Backstrom,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-NF,Nick Foligno,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-NL,Nicklas Lidstrom,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-OE,Oliver Ekman-Larsson,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-OP,Ondrej Pavelec,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-PB,Patrice Bergeron,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-PC,Paul Coffey,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-PD,Pavel Datsyuk,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-PF,Peter Forsberg,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-PM,Patrick Marleau,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-PR,Patrick Roy,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-PS,P.K. Subban,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-RB,Ray Bourque,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-RF,Ron Francis,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-RG,Ryan Getzlaf,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-RI,Pekka Rinne,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-RL,Roberto Luongo,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-RO,Robin Lehner,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-RY,Ryan Miller,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-SC,Brayden Schenn,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-SG,Sam Gagner,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-SH,Patrick Sharp,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-ST,Jordan Staal,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-TA,Taylor Hall,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-TH,Jose Theodore,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-TM,Tyler Myers,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-TO,Jonathan Toews,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-TR,Tuukka Rask,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-TV,Thomas Vanek,N/A,N/A
2013-14 Upper Deck Series 1 UD Game Jersey,GJ-WG,Wayne Gretzky,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-AG,Alex Galchenyuk,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-AH,Adam Henrique,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-AM,Andrei Markov,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-AN,Antti Niemi,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-BB,Brian Bellows,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-BC,Braydon Coburn,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-BI,Bryan Bickell,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-BS,Ben Scrivens,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-CA,John Carlson,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-CC,Corey Crawford,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-CH,Cody Hodgson,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-CJ,Curtis Joseph,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-CK,Chris Kreider,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-CO,Sean Couturier,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-CP,Carey Price,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-CS,Cory Schneider,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-DA,Damien Brunner,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-DB,Dustin Brown,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-DD,Drew Doughty,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-DH,Dominik Hasek,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-DS,Drew Stafford,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-EB,Ed Belfour,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-EL,Eric Lindros,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-EM,Evgeni Malkin,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-ER,Eric Lindros,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-ES,Eric Staal,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-FO,Peter Forsberg,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-GE,Georges Laraque,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-GF,Grant Fuhr,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-GL,Gabriel Landeskog,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-GM,Glen Murray,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-GO,Michel Goulet,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-HE,Dany Heatley,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-HO,Jim Howard,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-HZ,Henrik Zetterberg,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-JC,Jeff Carter,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-JL,John LeClair,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-JQ,Jonathan Quick,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-JR,Jeremy Roenick,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-JS,Jeff Skinner,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-JT,Joe Thornton,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-KL,Kari Lehtonen,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-KT,Kyle Turris,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-LI,Eric Lindros,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-LM,Larry Murphy,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-LR,Luc Robitaille,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-LU,Milan Lucic,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-MD,Matt Duchene,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-MF,Marc-Andre Fleury,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-ML,Mario Lemieux,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-MM,Mark Messier,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-MN,Markus Naslund,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-NB,Nicklas Backstrom,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-NI,Nicklas Lidstrom,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-NK,Niklas Kronwall,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-NL,Nick Leddy,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-NY,Nail Yakupov,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-OK,Olaf Kolzig,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-OR,Colton Orr,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-PB,Patrice Bergeron,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-PC,Paul Coffey,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-PF,Peter Forsberg,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-PM,Patrick Marleau,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-PR,Pekka Rinne,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-PS,P.K. Subban,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-RA,Bill Ranford,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-RB,Richard Brodeur,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-RE,Matt Read,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-RH,Ron Hextall,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-RI,Mike Richards,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-RL,Larry Robinson,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-RN,Rick Nash,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-RO,Rob Brown,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-SA,Joe Sakic,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-SC,Sidney Crosby,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-SD,Simon Despres,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-SE,Daniel Sedin,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-SK,Saku Koivu,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-SM,Steve Mason,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-SV,Semyon Varlamov,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-TH,Taylor Hall,N/A,N/A
2014-15 Upper Deck Series 1 UD Game Jersey,GJ-TL,Trevor Linden,N/A,N/A
