Set_Name,Card_Num,Player,Team,Is_Young_Gun,Set Name,Card,Description,Team City,Team Name,Rookie,Auto,Mem,#'d,SPs,Stated Odds,Point
VIEW DETAILS,UI-MU,Shakir Mukhamadullin,Sharks,false,Ultimate Introductions,UI-MU,Shakir Mukhamadullin,San Jose,Sharks,Rookie,,,,,"1:3 h, 1:3 e",60
VIEW DETAILS,UI-MV,Matt Villalta,Hockey Club,false,Ultimate Introductions,UI-MV,Matt Villalta,Utah,Hockey Club,Rookie,,,,,"1:3 h, 1:3 e",60
VIEW DETAILS,UI-NA,Nolan Allan,Blackhawks,false,Ultimate Introductions,UI-NA,Nolan Allan,Chicago,Blackhawks,Rookie,,,,,"1:3 h, 1:3 e",60
VIEW DETAILS,UI-NC,Nikita Chibrikov,Jets,false,Ultimate Introductions,UI-NC,Nikita Chibrikov,Winnipeg,Jets,Rookie,,,,,"1:3 h, 1:3 e",60
VIEW DETAILS,UI-NK,Nikolai Kovalenko,Avalanche,false,Ultimate Introductions,UI-NK,Nikolai Kovalenko,Colorado,Avalanche,Rookie,,,,,"1:3 h, 1:3 e",60
VIEW DETAILS,UI-OK,Oliver Kapanen,Canadiens,false,Ultimate Introductions,UI-OK,Oliver Kapanen,Montreal,Canadiens,Rookie,,,,,"1:3 h, 1:3 e",60
VIEW DETAILS,UI-OZ,Olen Zellweger,Ducks,false,Ultimate Introductions,UI-OZ,Olen Zellweger,Anaheim,Ducks,Rookie,,,,,"1:3 h, 1:3 e",60
VIEW DETAILS,UI-PD,Pierrick Dube,Capitals,false,Ultimate Introductions,UI-PD,Pierrick Dube,Washington,Capitals,Rookie,,,,,"1:3 h, 1:3 e",60
VIEW DETAILS,UI-PK,Phil Kemp,Oilers,false,Ultimate Introductions,UI-PK,Phil Kemp,Edmonton,Oilers,Rookie,,,,,"1:3 h, 1:3 e",60
VIEW DETAILS,UI-RE,Matt Rempe,Rangers,false,Ultimate Introductions,UI-RE,Matt Rempe,New York,Rangers,Rookie,,,,,"1:3 h, 1:3 e",60
VIEW DETAILS,UI-RM,Rutger McGroarty,Penguins,false,Ultimate Introductions,UI-RM,Rutger McGroarty,Pittsburgh,Penguins,Rookie,,,,,"1:3 h, 1:3 e",60
VIEW DETAILS,UI-SC,Sam Colangelo,Ducks,false,Ultimate Introductions,UI-SC,Sam Colangelo,Anaheim,Ducks,Rookie,,,,,"1:3 h, 1:3 e",60
VIEW DETAILS,UI-SH,Samuel Honzek,Flames,false,Ultimate Introductions,UI-SH,Samuel Honzek,Calgary,Flames,Rookie,,,,,"1:3 h, 1:3 e",60
VIEW DETAILS,UI-SM,Scott Morrow,Hurricanes,false,Ultimate Introductions,UI-SM,Scott Morrow,Carolina,Hurricanes,Rookie,,,,,"1:3 h, 1:3 e",60
VIEW DETAILS,UI-VM,Victor Mancini,Rangers,false,Ultimate Introductions,UI-VM,Victor Mancini,New York,Rangers,Rookie,,,,,"1:3 h, 1:3 e",60
VIEW DETAILS,UI-VP,Vasily Ponomarev,Hurricanes,false,Ultimate Introductions,UI-VP,Vasily Ponomarev,Carolina,Hurricanes,Rookie,,,,,"1:3 h, 1:3 e",60
VIEW DETAILS,UI-WS,Will Smith,Sharks,false,Ultimate Introductions,UI-WS,Will Smith,San Jose,Sharks,Rookie,,,,,"1:3 h, 1:3 e",60
VIEW DETAILS,UI-YK,Yan Kuznetsov,Flames,false,Ultimate Introductions,UI-YK,Yan Kuznetsov,Calgary,Flames,Rookie,,,,,"1:3 h, 1:3 e",60
VIEW DETAILS,UI-ZB,Zachary Bolduc,Blues,false,Ultimate Introductions,UI-ZB,Zachary Bolduc,St. Louis,Blues,Rookie,,,,,"1:3 h, 1:3 e",60
VIEW DETAILS,UI-ZD,Zach Dean,Blues,false,Ultimate Introductions,UI-ZD,Zach Dean,St. Louis,Blues,Rookie,,,,,"1:3 h, 1:3 e",60
VIEW DETAILS,UI-ZL,Zachary L'Heureux,Predators,false,Ultimate Introductions,UI-ZL,Zachary L'Heureux,Nashville,Predators,Rookie,,,,,"1:3 h, 1:3 e",60
VIEW DETAILS,UI-ZO,Zack Ostapchuk,Senators,false,Ultimate Introductions,UI-ZO,Zack Ostapchuk,Ottawa,Senators,Rookie,,,,,"1:3 h, 1:3 e",60
VIEW DETAILS,UI-AB,Arshdeep Bains,Canucks,false,Ultimate Introductions Gold Parallel,UI-AB,Arshdeep Bains,Vancouver,Canucks,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-AJ,Albert Johansson,Red Wings,false,Ultimate Introductions Gold Parallel,UI-AJ,Albert Johansson,Detroit,Red Wings,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-AK,Adam Klapka,Flames,false,Ultimate Introductions Gold Parallel,UI-AK,Adam Klapka,Calgary,Flames,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-AL,Andre Lee,Kings,false,Ultimate Introductions Gold Parallel,UI-AL,Andre Lee,Los Angeles,Kings,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-AR,Aku Raty,Hockey Club,false,Ultimate Introductions Gold Parallel,UI-AR,Aku Raty,Utah,Hockey Club,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-AT,Akil Thomas,Kings,false,Ultimate Introductions Gold Parallel,UI-AT,Akil Thomas,Los Angeles,Kings,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-BB,Brendan Brisson,Golden Knights,false,Ultimate Introductions Gold Parallel,UI-BB,Brendan Brisson,Vegas,Golden Knights,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-BL,Brad Lambert,Jets,false,Ultimate Introductions Gold Parallel,UI-BL,Brad Lambert,Winnipeg,Jets,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-BN,Bradly Nadeau,Hurricanes,false,Ultimate Introductions Gold Parallel,UI-BN,Bradly Nadeau,Carolina,Hurricanes,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-BO,Brennan Othmann,Rangers,false,Ultimate Introductions Gold Parallel,UI-BO,Brennan Othmann,New York,Rangers,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-BR,Justin Brazeau,Bruins,false,Ultimate Introductions Gold Parallel,UI-BR,Justin Brazeau,Boston,Bruins,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-CA,Seamus Casey,Devils,false,Ultimate Introductions Gold Parallel,UI-CA,Seamus Casey,New Jersey,Devils,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-CE,Macklin Celebrini,Sharks,false,Ultimate Introductions Gold Parallel,UI-CE,Macklin Celebrini,San Jose,Sharks,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-CG,Cutter Gauthier,Ducks,false,Ultimate Introductions Gold Parallel,UI-CG,Cutter Gauthier,Anaheim,Ducks,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-CR,Calum Ritchie,Avalanche,false,Ultimate Introductions Gold Parallel,UI-CR,Calum Ritchie,Colorado,Avalanche,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-ED,Ethan Del Mastro,Blackhawks,false,Ultimate Introductions Gold Parallel,UI-ED,Ethan Del Mastro,Chicago,Blackhawks,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-EL,Emil Lilleberg,Lightning,false,Ultimate Introductions Gold Parallel,UI-EL,Emil Lilleberg,Tampa Bay,Lightning,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-FN,Frank Nazar,Blackhawks,false,Ultimate Introductions Gold Parallel,UI-FN,Frank Nazar,Chicago,Blackhawks,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-GB,Gavin Brindley,Blue Jackets,false,Ultimate Introductions Gold Parallel,UI-GB,Gavin Brindley,Columbus,Blue Jackets,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-GE,Conor Geekie,Lightning,false,Ultimate Introductions Gold Parallel,UI-GE,Conor Geekie,Tampa Bay,Lightning,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-GG,Gage Goncalves,Lightning,false,Ultimate Introductions Gold Parallel,UI-GG,Gage Goncalves,Tampa Bay,Lightning,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-GR,Collin Graf,Sharks,false,Ultimate Introductions Gold Parallel,UI-GR,Collin Graf,San Jose,Sharks,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-IF,Ivan Fedotov,Flyers,false,Ultimate Introductions Gold Parallel,UI-IF,Ivan Fedotov,Philadelphia,Flyers,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-JB,Jackson Blake,Hurricanes,false,Ultimate Introductions Gold Parallel,UI-JB,Jackson Blake,Carolina,Hurricanes,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-JD,Josh Doan,Hockey Club,false,Ultimate Introductions Gold Parallel,UI-JD,Josh Doan,Utah,Hockey Club,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-JO,Joel Blomqvist,Penguins,false,Ultimate Introductions Gold Parallel,UI-JO,Joel Blomqvist,Pittsburgh,Penguins,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-JP,Jason Polin,Avalanche,false,Ultimate Introductions Gold Parallel,UI-JP,Jason Polin,Colorado,Avalanche,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-JR,Joshua Roy,Canadiens,false,Ultimate Introductions Gold Parallel,UI-JR,Joshua Roy,Montreal,Canadiens,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-JT,Jack Thompson,Sharks,false,Ultimate Introductions Gold Parallel,UI-JT,Jack Thompson,San Jose,Sharks,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-JW,Jesper Wallstedt,Wild,false,Ultimate Introductions Gold Parallel,UI-JW,Jesper Wallstedt,Minnesota,Wild,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-KM,Kyle MacLean,Islanders,false,Ultimate Introductions Gold Parallel,UI-KM,Kyle MacLean,New York,Islanders,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-KO,Aleksei Kolosov,Flyers,false,Ultimate Introductions Gold Parallel,UI-KO,Aleksei Kolosov,Philadelphia,Flyers,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-LC,Lukas Cormier,Golden Knights,false,Ultimate Introductions Gold Parallel,UI-LC,Lukas Cormier,Vegas,Golden Knights,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-LD,Luca Del Bel Belluz,Blue Jackets,false,Ultimate Introductions Gold Parallel,UI-LD,Luca Del Bel Belluz,Columbus,Blue Jackets,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-LE,Jonathan Lekkerimaki,Canucks,false,Ultimate Introductions Gold Parallel,UI-LE,Jonathan Lekkerimaki,Vancouver,Canucks,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-LH,Lane Hutson,Canadiens,false,Ultimate Introductions Gold Parallel,UI-LH,Lane Hutson,Montreal,Canadiens,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-LM,Logan Mailloux,Canadiens,false,Ultimate Introductions Gold Parallel,UI-LM,Logan Mailloux,Montreal,Canadiens,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-LO,Liam Ohgren,Wild,false,Ultimate Introductions Gold Parallel,UI-LO,Liam Ohgren,Minnesota,Wild,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-LS,Logan Stankoven,Stars,false,Ultimate Introductions Gold Parallel,UI-LS,Logan Stankoven,Dallas,Stars,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-LU,Jett Luchanko,Flyers,false,Ultimate Introductions Gold Parallel,UI-LU,Jett Luchanko,Philadelphia,Flyers,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-MB,Mavrik Bourque,Stars,false,Ultimate Introductions Gold Parallel,UI-MB,Mavrik Bourque,Dallas,Stars,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-MC,Maxwell Crozier,Lightning,false,Ultimate Introductions Gold Parallel,UI-MC,Maxwell Crozier,Tampa Bay,Lightning,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-MI,Matvei Michkov,Flyers,false,Ultimate Introductions Gold Parallel,UI-MI,Matvei Michkov,Philadelphia,Flyers,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-MK,Marat Khusnutdinov,Wild,false,Ultimate Introductions Gold Parallel,UI-MK,Marat Khusnutdinov,Minnesota,Wild,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-ML,Maveric Lamoureux,Hockey Club,false,Ultimate Introductions Gold Parallel,UI-ML,Maveric Lamoureux,Utah,Hockey Club,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-MO,Logan Morrison,Kraken,false,Ultimate Introductions Gold Parallel,UI-MO,Logan Morrison,Seattle,Kraken,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-MR,Marshall Rifai,Maple Leafs,false,Ultimate Introductions Gold Parallel,UI-MR,Marshall Rifai,Toronto,Maple Leafs,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-MT,Maxim Tsyplakov,Islanders,false,Ultimate Introductions Gold Parallel,UI-MT,Maxim Tsyplakov,New York,Islanders,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-MU,Shakir Mukhamadullin,Sharks,false,Ultimate Introductions Gold Parallel,UI-MU,Shakir Mukhamadullin,San Jose,Sharks,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-MV,Matt Villalta,Hockey Club,false,Ultimate Introductions Gold Parallel,UI-MV,Matt Villalta,Utah,Hockey Club,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-NA,Nolan Allan,Blackhawks,false,Ultimate Introductions Gold Parallel,UI-NA,Nolan Allan,Chicago,Blackhawks,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-NC,Nikita Chibrikov,Jets,false,Ultimate Introductions Gold Parallel,UI-NC,Nikita Chibrikov,Winnipeg,Jets,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-NK,Nikolai Kovalenko,Avalanche,false,Ultimate Introductions Gold Parallel,UI-NK,Nikolai Kovalenko,Colorado,Avalanche,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-OK,Oliver Kapanen,Canadiens,false,Ultimate Introductions Gold Parallel,UI-OK,Oliver Kapanen,Montreal,Canadiens,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-OZ,Olen Zellweger,Ducks,false,Ultimate Introductions Gold Parallel,UI-OZ,Olen Zellweger,Anaheim,Ducks,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-PD,Pierrick Dube,Capitals,false,Ultimate Introductions Gold Parallel,UI-PD,Pierrick Dube,Washington,Capitals,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-PK,Phil Kemp,Oilers,false,Ultimate Introductions Gold Parallel,UI-PK,Phil Kemp,Edmonton,Oilers,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-RE,Matt Rempe,Rangers,false,Ultimate Introductions Gold Parallel,UI-RE,Matt Rempe,New York,Rangers,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-RM,Rutger McGroarty,Penguins,false,Ultimate Introductions Gold Parallel,UI-RM,Rutger McGroarty,Pittsburgh,Penguins,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-SC,Sam Colangelo,Ducks,false,Ultimate Introductions Gold Parallel,UI-SC,Sam Colangelo,Anaheim,Ducks,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-SH,Samuel Honzek,Flames,false,Ultimate Introductions Gold Parallel,UI-SH,Samuel Honzek,Calgary,Flames,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-SM,Scott Morrow,Hurricanes,false,Ultimate Introductions Gold Parallel,UI-SM,Scott Morrow,Carolina,Hurricanes,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-VM,Victor Mancini,Rangers,false,Ultimate Introductions Gold Parallel,UI-VM,Victor Mancini,New York,Rangers,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-VP,Vasily Ponomarev,Hurricanes,false,Ultimate Introductions Gold Parallel,UI-VP,Vasily Ponomarev,Carolina,Hurricanes,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-WS,Will Smith,Sharks,false,Ultimate Introductions Gold Parallel,UI-WS,Will Smith,San Jose,Sharks,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-YK,Yan Kuznetsov,Flames,false,Ultimate Introductions Gold Parallel,UI-YK,Yan Kuznetsov,Calgary,Flames,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-ZB,Zachary Bolduc,Blues,false,Ultimate Introductions Gold Parallel,UI-ZB,Zachary Bolduc,St. Louis,Blues,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-ZD,Zach Dean,Blues,false,Ultimate Introductions Gold Parallel,UI-ZD,Zach Dean,St. Louis,Blues,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-ZL,Zachary L'Heureux,Predators,false,Ultimate Introductions Gold Parallel,UI-ZL,Zachary L'Heureux,Nashville,Predators,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-ZO,Zack Ostapchuk,Senators,false,Ultimate Introductions Gold Parallel,UI-ZO,Zack Ostapchuk,Ottawa,Senators,Rookie,,,25,,Random Inserts in Packs,60
VIEW DETAILS,UI-AB,Arshdeep Bains,Canucks,false,Ultimate Introductions Platinum Parallel,UI-AB,Arshdeep Bains,Vancouver,Canucks,Rookie,,,1,,Random Inserts in Packs,60
VIEW DETAILS,UI-AJ,Albert Johansson,Red Wings,false,Ultimate Introductions Platinum Parallel,UI-AJ,Albert Johansson,Detroit,Red Wings,Rookie,,,1,,Random Inserts in Packs,60
VIEW DETAILS,UI-AK,Adam Klapka,Flames,false,Ultimate Introductions Platinum Parallel,UI-AK,Adam Klapka,Calgary,Flames,Rookie,,,1,,Random Inserts in Packs,60
VIEW DETAILS,UI-AL,Andre Lee,Kings,false,Ultimate Introductions Platinum Parallel,UI-AL,Andre Lee,Los Angeles,Kings,Rookie,,,1,,Random Inserts in Packs,60
VIEW DETAILS,UI-AR,Aku Raty,Hockey Club,false,Ultimate Introductions Platinum Parallel,UI-AR,Aku Raty,Utah,Hockey Club,Rookie,,,1,,Random Inserts in Packs,60
VIEW DETAILS,UI-AT,Akil Thomas,Kings,false,Ultimate Introductions Platinum Parallel,UI-AT,Akil Thomas,Los Angeles,Kings,Rookie,,,1,,Random Inserts in Packs,60
VIEW DETAILS,UI-BB,Brendan Brisson,Golden Knights,false,Ultimate Introductions Platinum Parallel,UI-BB,Brendan Brisson,Vegas,Golden Knights,Rookie,,,1,,Random Inserts in Packs,60
VIEW DETAILS,UI-BL,Brad Lambert,Jets,false,Ultimate Introductions Platinum Parallel,UI-BL,Brad Lambert,Winnipeg,Jets,Rookie,,,1,,Random Inserts in Packs,60
VIEW DETAILS,UI-BN,Bradly Nadeau,Hurricanes,false,Ultimate Introductions Platinum Parallel,UI-BN,Bradly Nadeau,Carolina,Hurricanes,Rookie,,,1,,Random Inserts in Packs,60
VIEW DETAILS,UI-BO,Brennan Othmann,Rangers,false,Ultimate Introductions Platinum Parallel,UI-BO,Brennan Othmann,New York,Rangers,Rookie,,,1,,Random Inserts in Packs,60
VIEW DETAILS,UI-BR,Justin Brazeau,Bruins,false,Ultimate Introductions Platinum Parallel,UI-BR,Justin Brazeau,Boston,Bruins,Rookie,,,1,,Random Inserts in Packs,60
VIEW DETAILS,UI-CA,Seamus Casey,Devils,false,Ultimate Introductions Platinum Parallel,UI-CA,Seamus Casey,New Jersey,Devils,Rookie,,,1,,Random Inserts in Packs,60
VIEW DETAILS,UI-CE,Macklin Celebrini,Sharks,false,Ultimate Introductions Platinum Parallel,UI-CE,Macklin Celebrini,San Jose,Sharks,Rookie,,,1,,Random Inserts in Packs,60
VIEW DETAILS,UI-CG,Cutter Gauthier,Ducks,false,Ultimate Introductions Platinum Parallel,UI-CG,Cutter Gauthier,Anaheim,Ducks,Rookie,,,1,,Random Inserts in Packs,60
VIEW DETAILS,UI-CR,Calum Ritchie,Avalanche,false,Ultimate Introductions Platinum Parallel,UI-CR,Calum Ritchie,Colorado,Avalanche,Rookie,,,1,,Random Inserts in Packs,60
VIEW DETAILS,UI-ED,Ethan Del Mastro,Blackhawks,false,Ultimate Introductions Platinum Parallel,UI-ED,Ethan Del Mastro,Chicago,Blackhawks,Rookie,,,1,,Random Inserts in Packs,60
VIEW DETAILS,UI-EL,Emil Lilleberg,Lightning,false,Ultimate Introductions Platinum Parallel,UI-EL,Emil Lilleberg,Tampa Bay,Lightning,Rookie,,,1,,Random Inserts in Packs,60
VIEW DETAILS,UI-FN,Frank Nazar,Blackhawks,false,Ultimate Introductions Platinum Parallel,UI-FN,Frank Nazar,Chicago,Blackhawks,Rookie,,,1,,Random Inserts in Packs,60
VIEW DETAILS,UI-GB,Gavin Brindley,Blue Jackets,false,Ultimate Introductions Platinum Parallel,UI-GB,Gavin Brindley,Columbus,Blue Jackets,Rookie,,,1,,Random Inserts in Packs,60
VIEW DETAILS,UI-GE,Conor Geekie,Lightning,false,Ultimate Introductions Platinum Parallel,UI-GE,Conor Geekie,Tampa Bay,Lightning,Rookie,,,1,,Random Inserts in Packs,60
VIEW DETAILS,UI-GG,Gage Goncalves,Lightning,false,Ultimate Introductions Platinum Parallel,UI-GG,Gage Goncalves,Tampa Bay,Lightning,Rookie,,,1,,Random Inserts in Packs,60
VIEW DETAILS,UI-GR,Collin Graf,Sharks,false,Ultimate Introductions Platinum Parallel,UI-GR,Collin Graf,San Jose,Sharks,Rookie,,,1,,Random Inserts in Packs,60
VIEW DETAILS,UI-IF,Ivan Fedotov,Flyers,false,Ultimate Introductions Platinum Parallel,UI-IF,Ivan Fedotov,Philadelphia,Flyers,Rookie,,,1,,Random Inserts in Packs,60
VIEW DETAILS,UI-JB,Jackson Blake,Hurricanes,false,Ultimate Introductions Platinum Parallel,UI-JB,Jackson Blake,Carolina,Hurricanes,Rookie,,,1,,Random Inserts in Packs,60
VIEW DETAILS,UI-JD,Josh Doan,Hockey Club,false,Ultimate Introductions Platinum Parallel,UI-JD,Josh Doan,Utah,Hockey Club,Rookie,,,1,,Random Inserts in Packs,60
VIEW DETAILS,UI-JO,Joel Blomqvist,Penguins,false,Ultimate Introductions Platinum Parallel,UI-JO,Joel Blomqvist,Pittsburgh,Penguins,Rookie,,,1,,Random Inserts in Packs,60
VIEW DETAILS,UI-JP,Jason Polin,Avalanche,false,Ultimate Introductions Platinum Parallel,UI-JP,Jason Polin,Colorado,Avalanche,Rookie,,,1,,Random Inserts in Packs,60
VIEW DETAILS,UI-JR,Joshua Roy,Canadiens,false,Ultimate Introductions Platinum Parallel,UI-JR,Joshua Roy,Montreal,Canadiens,Rookie,,,1,,Random Inserts in Packs,60
VIEW DETAILS,UI-JT,Jack Thompson,Sharks,false,Ultimate Introductions Platinum Parallel,UI-JT,Jack Thompson,San Jose,Sharks,Rookie,,,1,,Random Inserts in Packs,60
VIEW DETAILS,UI-JW,Jesper Wallstedt,Wild,false,Ultimate Introductions Platinum Parallel,UI-JW,Jesper Wallstedt,Minnesota,Wild,Rookie,,,1,,Random Inserts in Packs,60
VIEW DETAILS,UI-KM,Kyle MacLean,Islanders,false,Ultimate Introductions Platinum Parallel,UI-KM,Kyle MacLean,New York,Islanders,Rookie,,,1,,Random Inserts in Packs,60
VIEW DETAILS,UI-KO,Aleksei Kolosov,Flyers,false,Ultimate Introductions Platinum Parallel,UI-KO,Aleksei Kolosov,Philadelphia,Flyers,Rookie,,,1,,Random Inserts in Packs,60
VIEW DETAILS,UI-LC,Lukas Cormier,Golden Knights,false,Ultimate Introductions Platinum Parallel,UI-LC,Lukas Cormier,Vegas,Golden Knights,Rookie,,,1,,Random Inserts in Packs,60
VIEW DETAILS,UI-LD,Luca Del Bel Belluz,Blue Jackets,false,Ultimate Introductions Platinum Parallel,UI-LD,Luca Del Bel Belluz,Columbus,Blue Jackets,Rookie,,,1,,Random Inserts in Packs,60
VIEW DETAILS,UI-LE,Jonathan Lekkerimaki,Canucks,false,Ultimate Introductions Platinum Parallel,UI-LE,Jonathan Lekkerimaki,Vancouver,Canucks,Rookie,,,1,,Random Inserts in Packs,60
VIEW DETAILS,UI-LH,Lane Hutson,Canadiens,false,Ultimate Introductions Platinum Parallel,UI-LH,Lane Hutson,Montreal,Canadiens,Rookie,,,1,,Random Inserts in Packs,60
VIEW DETAILS,UI-LM,Logan Mailloux,Canadiens,false,Ultimate Introductions Platinum Parallel,UI-LM,Logan Mailloux,Montreal,Canadiens,Rookie,,,1,,Random Inserts in Packs,60
VIEW DETAILS,UI-LO,Liam Ohgren,Wild,false,Ultimate Introductions Platinum Parallel,UI-LO,Liam Ohgren,Minnesota,Wild,Rookie,,,1,,Random Inserts in Packs,60
VIEW DETAILS,UI-LS,Logan Stankoven,Stars,false,Ultimate Introductions Platinum Parallel,UI-LS,Logan Stankoven,Dallas,Stars,Rookie,,,1,,Random Inserts in Packs,60
VIEW DETAILS,UI-LU,Jett Luchanko,Flyers,false,Ultimate Introductions Platinum Parallel,UI-LU,Jett Luchanko,Philadelphia,Flyers,Rookie,,,1,,Random Inserts in Packs,60
VIEW DETAILS,UI-MB,Mavrik Bourque,Stars,false,Ultimate Introductions Platinum Parallel,UI-MB,Mavrik Bourque,Dallas,Stars,Rookie,,,1,,Random Inserts in Packs,60
VIEW DETAILS,UI-MC,Maxwell Crozier,Lightning,false,Ultimate Introductions Platinum Parallel,UI-MC,Maxwell Crozier,Tampa Bay,Lightning,Rookie,,,1,,Random Inserts in Packs,60
VIEW DETAILS,UI-MI,Matvei Michkov,Flyers,false,Ultimate Introductions Platinum Parallel,UI-MI,Matvei Michkov,Philadelphia,Flyers,Rookie,,,1,,Random Inserts in Packs,60
VIEW DETAILS,UI-MK,Marat Khusnutdinov,Wild,false,Ultimate Introductions Platinum Parallel,UI-MK,Marat Khusnutdinov,Minnesota,Wild,Rookie,,,1,,Random Inserts in Packs,60
VIEW DETAILS,UI-ML,Maveric Lamoureux,Hockey Club,false,Ultimate Introductions Platinum Parallel,UI-ML,Maveric Lamoureux,Utah,Hockey Club,Rookie,,,1,,Random Inserts in Packs,60
VIEW DETAILS,UI-MO,Logan Morrison,Kraken,false,Ultimate Introductions Platinum Parallel,UI-MO,Logan Morrison,Seattle,Kraken,Rookie,,,1,,Random Inserts in Packs,60
VIEW DETAILS,UI-MR,Marshall Rifai,Maple Leafs,false,Ultimate Introductions Platinum Parallel,UI-MR,Marshall Rifai,Toronto,Maple Leafs,Rookie,,,1,,Random Inserts in Packs,60
VIEW DETAILS,UI-MT,Maxim Tsyplakov,Islanders,false,Ultimate Introductions Platinum Parallel,UI-MT,Maxim Tsyplakov,New York,Islanders,Rookie,,,1,,Random Inserts in Packs,60
VIEW DETAILS,UI-MU,Shakir Mukhamadullin,Sharks,false,Ultimate Introductions Platinum Parallel,UI-MU,Shakir Mukhamadullin,San Jose,Sharks,Rookie,,,1,,Random Inserts in Packs,60
