Set_Name,Card_Num,Player,Team,Is_Young_Gun,Set Name,Card,Description,Team City,Team Name,Rookie,Auto,Mem,#'d,SPs,Stated Odds,Point
VIEW DETAILS,1,Jeremy Swayman,Bruins,false,Base Set,1,Jeremy Swayman,Boston,Bruins,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,2,Bryan Rust,Penguins,false,Base Set,2,Bryan Rust,Pittsburgh,Penguins,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,3,Matthew Tkachuk,Panthers,false,Base Set,3,Matthew Tkachuk,Florida,Panthers,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,4,Jacob Markstrom,Devils,false,Base Set,4,Jacob Markstrom,New Jersey,Devils,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,5,Matty Beniers,Kraken,false,Base Set,5,Matty Beniers,Seattle,Kraken,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,6,Dylan Larkin,Red Wings,false,Base Set,6,Dylan Larkin,Detroit,Red Wings,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,7,Juuse Saros,Predators,false,Base Set,7,Juuse Saros,Nashville,Predators,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,8,Nikita Kucherov,Lightning,false,Base Set,8,Nikita Kucherov,Tampa Bay,Lightning,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,9,Anze Kopitar,Kings,false,Base Set,9,Anze Kopitar,Los Angeles,Kings,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,10,Jack Eichel,Golden Knights,false,Base Set,10,Jack Eichel,Vegas,Golden Knights,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,11,Adam Fantilli,Blue Jackets,false,Base Set,11,Adam Fantilli,Columbus,Blue Jackets,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,12,Kirill Kaprizov,Wild,false,Base Set,12,Kirill Kaprizov,Minnesota,Wild,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,13,Jordan Binnington,Blues,false,Base Set,13,Jordan Binnington,St. Louis,Blues,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,14,Leon Draisaitl,Oilers,false,Base Set,14,Leon Draisaitl,Edmonton,Oilers,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,15,Travis Konecny,Flyers,false,Base Set,15,Travis Konecny,Philadelphia,Flyers,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,16,Logan Cooley,Hockey Club,false,Base Set,16,Logan Cooley,Utah,Hockey Club,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,17,Sergei Bobrovsky,Panthers,false,Base Set,17,Sergei Bobrovsky,Florida,Panthers,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,18,Josh Morrissey,Jets,false,Base Set,18,Josh Morrissey,Winnipeg,Jets,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,19,Troy Terry,Ducks,false,Base Set,19,Troy Terry,Anaheim,Ducks,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,20,Sebastian Aho,Hurricanes,false,Base Set,20,Sebastian Aho,Carolina,Hurricanes,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,21,Brock Nelson,Islanders,false,Base Set,21,Brock Nelson,New York,Islanders,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,22,Michael Bunting,Penguins,false,Base Set,22,Michael Bunting,Pittsburgh,Penguins,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,23,Mason McTavish,Ducks,false,Base Set,23,Mason McTavish,Anaheim,Ducks,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,24,Elias Pettersson,Canucks,false,Base Set,24,Elias Pettersson,Vancouver,Canucks,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,25,Owen Power,Sabres,false,Base Set,25,Owen Power,Buffalo,Sabres,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,26,Steven Stamkos,Predators,false,Base Set,26,Steven Stamkos,Nashville,Predators,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,27,Artemi Panarin,Rangers,false,Base Set,27,Artemi Panarin,New York,Rangers,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,28,Kyle Connor,Jets,false,Base Set,28,Kyle Connor,Winnipeg,Jets,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,29,Nathan MacKinnon,Avalanche,false,Base Set,29,Nathan MacKinnon,Colorado,Avalanche,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,30,Leo Carlsson,Ducks,false,Base Set,30,Leo Carlsson,Anaheim,Ducks,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,31,Juraj Slafkovsky,Canadiens,false,Base Set,31,Juraj Slafkovsky,Montreal,Canadiens,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,32,Tyler Toffoli,Sharks,false,Base Set,32,Tyler Toffoli,San Jose,Sharks,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,33,Alex DeBrincat,Red Wings,false,Base Set,33,Alex DeBrincat,Detroit,Red Wings,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,34,Auston Matthews,Maple Leafs,false,Base Set,34,Auston Matthews,Toronto,Maple Leafs,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,35,Matt Boldy,Wild,false,Base Set,35,Matt Boldy,Minnesota,Wild,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,36,Alex Ovechkin,Capitals,false,Base Set,36,Alex Ovechkin,Washington,Capitals,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,37,Andrei Svechnikov,Hurricanes,false,Base Set,37,Andrei Svechnikov,Carolina,Hurricanes,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,38,Kent Johnson,Blue Jackets,false,Base Set,38,Kent Johnson,Columbus,Blue Jackets,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,39,Brady Tkachuk,Senators,false,Base Set,39,Brady Tkachuk,Ottawa,Senators,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,40,William Karlsson,Golden Knights,false,Base Set,40,William Karlsson,Vegas,Golden Knights,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,41,Jason Robertson,Stars,false,Base Set,41,Jason Robertson,Dallas,Stars,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,42,Andrei Vasilevskiy,Lightning,false,Base Set,42,Andrei Vasilevskiy,Tampa Bay,Lightning,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,43,Aleksander Barkov,Panthers,false,Base Set,43,Aleksander Barkov,Florida,Panthers,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,44,Nico Hischier,Devils,false,Base Set,44,Nico Hischier,New Jersey,Devils,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,45,Clayton Keller,Hockey Club,false,Base Set,45,Clayton Keller,Utah,Hockey Club,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,46,Cale Makar,Avalanche,false,Base Set,46,Cale Makar,Colorado,Avalanche,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,47,Bo Horvat,Islanders,false,Base Set,47,Bo Horvat,New York,Islanders,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,48,Jake Guentzel,Lightning,false,Base Set,48,Jake Guentzel,Tampa Bay,Lightning,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,49,Connor McDavid,Oilers,false,Base Set,49,Connor McDavid,Edmonton,Oilers,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,50,Roman Josi,Predators,false,Base Set,50,Roman Josi,Nashville,Predators,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,51,Jared McCann,Kraken,false,Base Set,51,Jared McCann,Seattle,Kraken,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,52,MacKenzie Weegar,Flames,false,Base Set,52,MacKenzie Weegar,Calgary,Flames,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,53,Wyatt Johnston,Stars,false,Base Set,53,Wyatt Johnston,Dallas,Stars,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,54,Quinn Hughes,Canucks,false,Base Set,54,Quinn Hughes,Vancouver,Canucks,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,55,Petr Mrazek,Blackhawks,false,Base Set,55,Petr Mrazek,Chicago,Blackhawks,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,56,John Carlson,Capitals,false,Base Set,56,John Carlson,Washington,Capitals,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,57,Brock Faber,Wild,false,Base Set,57,Brock Faber,Minnesota,Wild,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,58,Travis Sanheim,Flyers,false,Base Set,58,Travis Sanheim,Philadelphia,Flyers,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,59,Kirill Marchenko,Blue Jackets,false,Base Set,59,Kirill Marchenko,Columbus,Blue Jackets,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,60,Mark Stone,Golden Knights,false,Base Set,60,Mark Stone,Vegas,Golden Knights,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,61,Kevin Fiala,Kings,false,Base Set,61,Kevin Fiala,Los Angeles,Kings,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,62,Jordan Kyrou,Blues,false,Base Set,62,Jordan Kyrou,St. Louis,Blues,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,63,Brad Marchand,Bruins,false,Base Set,63,Brad Marchand,Boston,Bruins,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,64,Brock Boeser,Canucks,false,Base Set,64,Brock Boeser,Vancouver,Canucks,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,65,Evan Bouchard,Oilers,false,Base Set,65,Evan Bouchard,Edmonton,Oilers,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,66,Alexis Lafreniere,Rangers,false,Base Set,66,Alexis Lafreniere,New York,Rangers,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,67,Mitch Marner,Maple Leafs,false,Base Set,67,Mitch Marner,Toronto,Maple Leafs,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,68,Nazem Kadri,Flames,false,Base Set,68,Nazem Kadri,Calgary,Flames,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,69,Fabian Zetterlund,Sharks,false,Base Set,69,Fabian Zetterlund,San Jose,Sharks,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,70,Nick Suzuki,Canadiens,false,Base Set,70,Nick Suzuki,Montreal,Canadiens,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,71,William Eklund,Sharks,false,Base Set,71,William Eklund,San Jose,Sharks,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,72,Tage Thompson,Sabres,false,Base Set,72,Tage Thompson,Buffalo,Sabres,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,73,Pierre-Luc Dubois,Capitals,false,Base Set,73,Pierre-Luc Dubois,Washington,Capitals,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,74,Jaccob Slavin,Hurricanes,false,Base Set,74,Jaccob Slavin,Carolina,Hurricanes,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,75,Mathew Barzal,Islanders,false,Base Set,75,Mathew Barzal,New York,Islanders,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,76,Tim Stutzle,Senators,false,Base Set,76,Tim Stutzle,Ottawa,Senators,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,77,Zach Hyman,Oilers,false,Base Set,77,Zach Hyman,Edmonton,Oilers,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,78,Thatcher Demko,Canucks,false,Base Set,78,Thatcher Demko,Vancouver,Canucks,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,79,JJ Peterka,Sabres,false,Base Set,79,JJ Peterka,Buffalo,Sabres,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,80,Igor Shesterkin,Rangers,false,Base Set,80,Igor Shesterkin,New York,Rangers,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,81,Robert Thomas,Blues,false,Base Set,81,Robert Thomas,St. Louis,Blues,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,82,Devon Toews,Avalanche,false,Base Set,82,Devon Toews,Colorado,Avalanche,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,83,Cole Caufield,Canadiens,false,Base Set,83,Cole Caufield,Montreal,Canadiens,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,84,William Nylander,Maple Leafs,false,Base Set,84,William Nylander,Toronto,Maple Leafs,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,85,Jake Oettinger,Stars,false,Base Set,85,Jake Oettinger,Dallas,Stars,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,86,Jack Hughes,Devils,false,Base Set,86,Jack Hughes,New Jersey,Devils,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,87,Sidney Crosby,Penguins,false,Base Set,87,Sidney Crosby,Pittsburgh,Penguins,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,88,David Pastrnak,Bruins,false,Base Set,88,David Pastrnak,Boston,Bruins,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,89,Connor Hellebuyck,Jets,false,Base Set,89,Connor Hellebuyck,Winnipeg,Jets,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,90,Connor Bedard,Blackhawks,false,Base Set,90,Connor Bedard,Chicago,Blackhawks,,,,299,,Random Inserts in Packs,60
VIEW DETAILS,91,Ed Belfour,Stars,false,Base Set - Greats,91,Ed Belfour,Dallas,Stars,,,,99,,Random Inserts in Packs,60
VIEW DETAILS,92,Mark Messier,Rangers,false,Base Set - Greats,92,Mark Messier,New York,Rangers,,,,99,,Random Inserts in Packs,60
VIEW DETAILS,93,Guy Lafleur,Canadiens,false,Base Set - Greats,93,Guy Lafleur,Montreal,Canadiens,,,,99,,Random Inserts in Packs,60
VIEW DETAILS,94,Al MacInnis,Flames,false,Base Set - Greats,94,Al MacInnis,Calgary,Flames,,,,99,,Random Inserts in Packs,60
VIEW DETAILS,95,Gordie Howe,Red Wings,false,Base Set - Greats,95,Gordie Howe,Detroit,Red Wings,,,,99,,Random Inserts in Packs,60
VIEW DETAILS,96,Bobby Orr,Bruins,false,Base Set - Greats,96,Bobby Orr,Boston,Bruins,,,,99,,Random Inserts in Packs,60
VIEW DETAILS,97,Steve Yzerman,Red Wings,false,Base Set - Greats,97,Steve Yzerman,Detroit,Red Wings,,,,99,,Random Inserts in Packs,60
VIEW DETAILS,98,Doug Gilmour,Maple Leafs,false,Base Set - Greats,98,Doug Gilmour,Toronto,Maple Leafs,,,,99,,Random Inserts in Packs,60
VIEW DETAILS,99,Wayne Gretzky,Rangers,false,Base Set - Greats,99,Wayne Gretzky,New York,Rangers,,,,99,,Random Inserts in Packs,60
VIEW DETAILS,100,Joe Thornton,Sharks,false,Base Set - Greats,100,Joe Thornton,San Jose,Sharks,,,,99,,Random Inserts in Packs,60
VIEW DETAILS,101,Macklin Celebrini,Sharks,false,Base Set - Rookies,101,Macklin Celebrini,San Jose,Sharks,Rookie,,,399,,Random Inserts in Packs,60
VIEW DETAILS,102,Logan Morrison,Kraken,false,Base Set - Rookies,102,Logan Morrison,Seattle,Kraken,Rookie,,,399,,Random Inserts in Packs,60
VIEW DETAILS,103,Bradly Nadeau,Hurricanes,false,Base Set - Rookies,103,Bradly Nadeau,Carolina,Hurricanes,Rookie,,,399,,Random Inserts in Packs,60
VIEW DETAILS,104,Shakir Mukhamadullin,Sharks,false,Base Set - Rookies,104,Shakir Mukhamadullin,San Jose,Sharks,Rookie,,,399,,Random Inserts in Packs,60
VIEW DETAILS,105,Matvei Michkov,Flyers,false,Base Set - Rookies,105,Matvei Michkov,Philadelphia,Flyers,Rookie,,,399,,Random Inserts in Packs,60
VIEW DETAILS,106,Jesper Wallstedt,Wild,false,Base Set - Rookies,106,Jesper Wallstedt,Minnesota,Wild,Rookie,,,399,,Random Inserts in Packs,60
VIEW DETAILS,107,Frank Nazar,Blackhawks,false,Base Set - Rookies,107,Frank Nazar,Chicago,Blackhawks,Rookie,,,399,,Random Inserts in Packs,60
VIEW DETAILS,108,Phil Kemp,Oilers,false,Base Set - Rookies,108,Phil Kemp,Edmonton,Oilers,Rookie,,,399,,Random Inserts in Packs,60
VIEW DETAILS,109,Ivan Fedotov,Flyers,false,Base Set - Rookies,109,Ivan Fedotov,Philadelphia,Flyers,Rookie,,,399,,Random Inserts in Packs,60
VIEW DETAILS,110,Rutger McGroarty,Penguins,false,Base Set - Rookies,110,Rutger McGroarty,Pittsburgh,Penguins,Rookie,,,399,,Random Inserts in Packs,60
VIEW DETAILS,111,Josh Doan,Hockey Club,false,Base Set - Rookies,111,Josh Doan,Utah,Hockey Club,Rookie,,,399,,Random Inserts in Packs,60
VIEW DETAILS,112,Matt Rempe,Rangers,false,Base Set - Rookies,112,Matt Rempe,New York,Rangers,Rookie,,,399,,Random Inserts in Packs,60
VIEW DETAILS,113,Cutter Gauthier,Ducks,false,Base Set - Rookies,113,Cutter Gauthier,Anaheim,Ducks,Rookie,,,399,,Random Inserts in Packs,60
VIEW DETAILS,114,Joshua Roy,Canadiens,false,Base Set - Rookies,114,Joshua Roy,Montreal,Canadiens,Rookie,,,399,,Random Inserts in Packs,60
VIEW DETAILS,115,Scott Morrow,Hurricanes,false,Base Set - Rookies,115,Scott Morrow,Carolina,Hurricanes,Rookie,,,399,,Random Inserts in Packs,60
VIEW DETAILS,116,Lukas Cormier,Golden Knights,false,Base Set - Rookies,116,Lukas Cormier,Vegas,Golden Knights,Rookie,,,399,,Random Inserts in Packs,60
VIEW DETAILS,117,Will Smith,Sharks,false,Base Set - Rookies,117,Will Smith,San Jose,Sharks,Rookie,,,399,,Random Inserts in Packs,60
VIEW DETAILS,118,Logan Stankoven,Stars,false,Base Set - Rookies,118,Logan Stankoven,Dallas,Stars,Rookie,,,399,,Random Inserts in Packs,60
VIEW DETAILS,119,Logan Mailloux,Canadiens,false,Base Set - Rookies,119,Logan Mailloux,Montreal,Canadiens,Rookie,,,399,,Random Inserts in Packs,60
VIEW DETAILS,120,Collin Graf,Sharks,false,Base Set - Rookies,120,Collin Graf,San Jose,Sharks,Rookie,,,399,,Random Inserts in Packs,60
VIEW DETAILS,121,Olen Zellweger,Ducks,false,Base Set - Rookies,121,Olen Zellweger,Anaheim,Ducks,Rookie,,,399,,Random Inserts in Packs,60
VIEW DETAILS,122,Conor Geekie,Lightning,false,Base Set - Rookies,122,Conor Geekie,Tampa Bay,Lightning,Rookie,,,399,,Random Inserts in Packs,60
VIEW DETAILS,123,Brennan Othmann,Rangers,false,Base Set - Rookies,123,Brennan Othmann,New York,Rangers,Rookie,,,399,,Random Inserts in Packs,60
VIEW DETAILS,124,Liam Ohgren,Wild,false,Base Set - Rookies,124,Liam Ohgren,Minnesota,Wild,Rookie,,,399,,Random Inserts in Packs,60
VIEW DETAILS,125,Andre Lee,Kings,false,Base Set - Rookies,125,Andre Lee,Los Angeles,Kings,Rookie,,,399,,Random Inserts in Packs,60
VIEW DETAILS,126,Brad Lambert,Jets,false,Base Set - Rookies,126,Brad Lambert,Winnipeg,Jets,Rookie,,,399,,Random Inserts in Packs,60
VIEW DETAILS,127,Zach Dean,Blues,false,Base Set - Rookies,127,Zach Dean,St. Louis,Blues,Rookie,,,399,,Random Inserts in Packs,60
VIEW DETAILS,128,Brendan Brisson,Golden Knights,false,Base Set - Rookies,128,Brendan Brisson,Vegas,Golden Knights,Rookie,,,399,,Random Inserts in Packs,60
VIEW DETAILS,129,Samuel Honzek,Flames,false,Base Set - Rookies,129,Samuel Honzek,Calgary,Flames,Rookie,,,399,,Random Inserts in Packs,60
VIEW DETAILS,130,Declan Carlile,Lightning,false,Base Set - Rookies,130,Declan Carlile,Tampa Bay,Lightning,Rookie,,,399,,Random Inserts in Packs,60
VIEW DETAILS,131,Lane Hutson,Canadiens,false,Base Set - Rookies,131,Lane Hutson,Montreal,Canadiens,Rookie,,,399,,Random Inserts in Packs,60
VIEW DETAILS,132,Ethan Cardwell,Sharks,false,Base Set - Rookies,132,Ethan Cardwell,San Jose,Sharks,Rookie,,,399,,Random Inserts in Packs,60
VIEW DETAILS,133,Oliver Kapanen,Canadiens,false,Base Set - Rookies,133,Oliver Kapanen,Montreal,Canadiens,Rookie,,,399,,Random Inserts in Packs,60
VIEW DETAILS,134,Zack Ostapchuk,Senators,false,Base Set - Rookies,134,Zack Ostapchuk,Ottawa,Senators,Rookie,,,399,,Random Inserts in Packs,60
VIEW DETAILS,135,Sam Colangelo,Ducks,false,Base Set - Rookies,135,Sam Colangelo,Anaheim,Ducks,Rookie,,,399,,Random Inserts in Packs,60
VIEW DETAILS,136,Seamus Casey,Devils,false,Base Set - Rookies,136,Seamus Casey,New Jersey,Devils,Rookie,,,399,,Random Inserts in Packs,60
VIEW DETAILS,137,Mavrik Bourque,Stars,false,Base Set - Rookies,137,Mavrik Bourque,Dallas,Stars,Rookie,,,399,,Random Inserts in Packs,60
VIEW DETAILS,138,Justin Brazeau,Bruins,false,Base Set - Rookies,138,Justin Brazeau,Boston,Bruins,Rookie,,,399,,Random Inserts in Packs,60
VIEW DETAILS,139,Gavin Brindley,Blue Jackets,false,Base Set - Rookies,139,Gavin Brindley,Columbus,Blue Jackets,Rookie,,,399,,Random Inserts in Packs,60
VIEW DETAILS,140,Zachary Bolduc,Blues,false,Base Set - Rookies,140,Zachary Bolduc,St. Louis,Blues,Rookie,,,399,,Random Inserts in Packs,60
VIEW DETAILS,141,Marat Khusnutdinov,Wild,false,Base Set - Rookies,141,Marat Khusnutdinov,Minnesota,Wild,Rookie,,,399,,Random Inserts in Packs,60
VIEW DETAILS,142,Jett Luchanko,Flyers,false,Base Set - Rookies,142,Jett Luchanko,Philadelphia,Flyers,Rookie,,,399,,Random Inserts in Packs,60
VIEW DETAILS,143,Jack Thompson,Sharks,false,Base Set - Rookies,143,Jack Thompson,San Jose,Sharks,Rookie,,,399,,Random Inserts in Packs,60
VIEW DETAILS,144,Luca Del Bel Belluz,Blue Jackets,false,Base Set - Rookies,144,Luca Del Bel Belluz,Columbus,Blue Jackets,Rookie,,,399,,Random Inserts in Packs,60
VIEW DETAILS,145,Akil Thomas,Kings,false,Base Set - Rookies,145,Akil Thomas,Los Angeles,Kings,Rookie,,,399,,Random Inserts in Packs,60
VIEW DETAILS,146,Jason Polin,Avalanche,false,Base Set - Rookies,146,Jason Polin,Colorado,Avalanche,Rookie,,,399,,Random Inserts in Packs,60
VIEW DETAILS,147,Joel Blomqvist,Penguins,false,Base Set - Rookies,147,Joel Blomqvist,Pittsburgh,Penguins,Rookie,,,399,,Random Inserts in Packs,60
VIEW DETAILS,148,Ethan Del Mastro,Blackhawks,false,Base Set - Rookies,148,Ethan Del Mastro,Chicago,Blackhawks,Rookie,,,399,,Random Inserts in Packs,60
VIEW DETAILS,149,Arshdeep Bains,Canucks,false,Base Set - Rookies,149,Arshdeep Bains,Vancouver,Canucks,Rookie,,,399,,Random Inserts in Packs,60
VIEW DETAILS,150,Jackson Blake,Hurricanes,false,Base Set - Rookies,150,Jackson Blake,Carolina,Hurricanes,Rookie,,,399,,Random Inserts in Packs,60
VIEW DETAILS,1,Jeremy Swayman,Bruins,false,Gold Parallel,1,Jeremy Swayman,Boston,Bruins,,,,25,,Random Inserts in Packs,60
VIEW DETAILS,2,Bryan Rust,Penguins,false,Gold Parallel,2,Bryan Rust,Pittsburgh,Penguins,,,,25,,Random Inserts in Packs,60
VIEW DETAILS,3,Matthew Tkachuk,Panthers,false,Gold Parallel,3,Matthew Tkachuk,Florida,Panthers,,,,25,,Random Inserts in Packs,60
VIEW DETAILS,4,Jacob Markstrom,Devils,false,Gold Parallel,4,Jacob Markstrom,New Jersey,Devils,,,,25,,Random Inserts in Packs,60
VIEW DETAILS,5,Matty Beniers,Kraken,false,Gold Parallel,5,Matty Beniers,Seattle,Kraken,,,,25,,Random Inserts in Packs,60
VIEW DETAILS,6,Dylan Larkin,Red Wings,false,Gold Parallel,6,Dylan Larkin,Detroit,Red Wings,,,,25,,Random Inserts in Packs,60
VIEW DETAILS,7,Juuse Saros,Predators,false,Gold Parallel,7,Juuse Saros,Nashville,Predators,,,,25,,Random Inserts in Packs,60
VIEW DETAILS,8,Nikita Kucherov,Lightning,false,Gold Parallel,8,Nikita Kucherov,Tampa Bay,Lightning,,,,25,,Random Inserts in Packs,60
VIEW DETAILS,9,Anze Kopitar,Kings,false,Gold Parallel,9,Anze Kopitar,Los Angeles,Kings,,,,25,,Random Inserts in Packs,60
VIEW DETAILS,10,Jack Eichel,Golden Knights,false,Gold Parallel,10,Jack Eichel,Vegas,Golden Knights,,,,25,,Random Inserts in Packs,60
VIEW DETAILS,11,Adam Fantilli,Blue Jackets,false,Gold Parallel,11,Adam Fantilli,Columbus,Blue Jackets,,,,25,,Random Inserts in Packs,60
VIEW DETAILS,12,Kirill Kaprizov,Wild,false,Gold Parallel,12,Kirill Kaprizov,Minnesota,Wild,,,,25,,Random Inserts in Packs,60
VIEW DETAILS,13,Jordan Binnington,Blues,false,Gold Parallel,13,Jordan Binnington,St. Louis,Blues,,,,25,,Random Inserts in Packs,60
VIEW DETAILS,14,Leon Draisaitl,Oilers,false,Gold Parallel,14,Leon Draisaitl,Edmonton,Oilers,,,,25,,Random Inserts in Packs,60
VIEW DETAILS,15,Travis Konecny,Flyers,false,Gold Parallel,15,Travis Konecny,Philadelphia,Flyers,,,,25,,Random Inserts in Packs,60
VIEW DETAILS,16,Logan Cooley,Hockey Club,false,Gold Parallel,16,Logan Cooley,Utah,Hockey Club,,,,25,,Random Inserts in Packs,60
VIEW DETAILS,17,Sergei Bobrovsky,Panthers,false,Gold Parallel,17,Sergei Bobrovsky,Florida,Panthers,,,,25,,Random Inserts in Packs,60
VIEW DETAILS,18,Josh Morrissey,Jets,false,Gold Parallel,18,Josh Morrissey,Winnipeg,Jets,,,,25,,Random Inserts in Packs,60
VIEW DETAILS,19,Troy Terry,Ducks,false,Gold Parallel,19,Troy Terry,Anaheim,Ducks,,,,25,,Random Inserts in Packs,60
VIEW DETAILS,20,Sebastian Aho,Hurricanes,false,Gold Parallel,20,Sebastian Aho,Carolina,Hurricanes,,,,25,,Random Inserts in Packs,60
VIEW DETAILS,21,Brock Nelson,Islanders,false,Gold Parallel,21,Brock Nelson,New York,Islanders,,,,25,,Random Inserts in Packs,60
VIEW DETAILS,22,Michael Bunting,Penguins,false,Gold Parallel,22,Michael Bunting,Pittsburgh,Penguins,,,,25,,Random Inserts in Packs,60
VIEW DETAILS,23,Mason McTavish,Ducks,false,Gold Parallel,23,Mason McTavish,Anaheim,Ducks,,,,25,,Random Inserts in Packs,60
VIEW DETAILS,24,Elias Pettersson,Canucks,false,Gold Parallel,24,Elias Pettersson,Vancouver,Canucks,,,,25,,Random Inserts in Packs,60
VIEW DETAILS,25,Owen Power,Sabres,false,Gold Parallel,25,Owen Power,Buffalo,Sabres,,,,25,,Random Inserts in Packs,60
VIEW DETAILS,26,Steven Stamkos,Predators,false,Gold Parallel,26,Steven Stamkos,Nashville,Predators,,,,25,,Random Inserts in Packs,60
VIEW DETAILS,27,Artemi Panarin,Rangers,false,Gold Parallel,27,Artemi Panarin,New York,Rangers,,,,25,,Random Inserts in Packs,60
VIEW DETAILS,28,Kyle Connor,Jets,false,Gold Parallel,28,Kyle Connor,Winnipeg,Jets,,,,25,,Random Inserts in Packs,60
VIEW DETAILS,29,Nathan MacKinnon,Avalanche,false,Gold Parallel,29,Nathan MacKinnon,Colorado,Avalanche,,,,25,,Random Inserts in Packs,60
VIEW DETAILS,30,Leo Carlsson,Ducks,false,Gold Parallel,30,Leo Carlsson,Anaheim,Ducks,,,,25,,Random Inserts in Packs,60
